VG	3/17	krisehjelp
AA	3/17	lån
DA	3/17	pakken
BT	3/17	saken
DB	3/17	sjokk
VG	3/17	strid
BT	3/17	sykdommen
SA	3/17	tidene
DB	3/17	vakt
AA	3/18	analyse
VG	3/18	baren
DA	3/18	bølge
DB	3/18	datainnsamling
AA	3/18	drakter
BT	3/18	eksil
DB	3/18	kart
DB	3/18	kartet
DB	3/18	kriselov
DA	3/18	legevakten
AP	3/18	lockdown
DB	3/18	lov
DB	3/18	loven
NL	3/18	party
BT	3/18	permittert
VG	3/18	permitterte
DA	3/18	risikogruppene
DA	3/18	sannsiger
DA	3/18	scenarioer
VG	3/18	smitteutbredelsen
DB	3/18	staben
VG	3/18	statsråder
NL	3/18	stenge
AA	3/18	stenginga
DA	3/18	usikkerhet
DB	3/18	uttalelser
AA	3/18	virusinnsats
AA	3/18	virustilfeller
DA	3/19	avlaster
AP	3/19	bekjempelse
NL	3/19	brevet
DB	3/19	brudd
AA	3/19	diagnose
SA	3/19	flytter
DB	3/19	forskriftene
AP	3/19	innleggelser
VG	3/19	inspirert
DB	3/19	kluss
AA	3/19	komité
VG	3/19	kriseledelse
NL	3/19	lignende
DB	3/19	marerittet
BT	3/19	medisin
VG	3/19	nens
DB	3/19	ofrene
DA	3/19	oppfølging
DA	3/19	pandemi
AA	3/19	permittering
VG	3/19	planer
FV	3/19	stenges
AA	3/19	tilskudd
VG	3/19	vesenet
DB	3/19	virusbehandling
VG	3/19	virusrasisme
AA	3/19	virustrenden
SA	3/20	bestemmelser
AP	3/20	dagene
AP	3/20	dans
DB	3/20	detektivene
DB	3/20	detektiver
VG	3/20	dødstallene
VG	3/20	enstid
AA	3/20	fond
AA	3/20	fravær
AA	3/20	fødestuen
AP	3/20	hits
BT	3/20	hjelper
BT	3/20	kampen
VG	3/20	klinikker
DB	3/20	kriseloven
AP	3/20	kroppen
AP	3/20	lovbrudd
BT	3/20	lovforslag
AP	3/20	maskot
AA	3/20	monitor
DN	3/20	mørket
DN	3/20	offer
AA	3/20	oppmuntring
AP	3/20	partys
DA	3/20	pausen
DA	3/20	psykens
VG	3/20	regningen
AA	3/20	relevant
VG	3/20	sjuk
AA	3/20	smittedes
AA	3/20	stengning
DB	3/20	straffene
DA	3/20	sykehjem
DB	3/20	tallene
SA	3/20	tapet
SA	3/20	troll
SA	3/20	trollet
AA	3/20	trussel
DB	3/20	tørke
VG	3/20	utbruddets
VG	3/20	utfordringen
BT	3/20	utrykninger
BT	3/20	utvalg
BT	3/20	utvalget
AP	3/20	versjon
AP	3/20	virusinfeksjonen
AP	3/20	viruskostyme
DN	3/20	virusspredningen
NL	3/20	økonomien
VG	3/21	advarsler
VG	3/21	akonsekvenser
AA	3/21	bestemmelsene
AA	3/21	eksperter
DN	3/21	eksport
AA	3/21	forbud
AA	3/21	gruppen
VG	3/21	herjede
BT	3/21	hjerne
AP	3/21	lover
VG	3/21	lunger
VG	3/21	perspektiv
DB	3/21	redd
BT	3/21	resesjonen
VG	3/21	sammenheng
AA	3/21	smittebefengte
SA	3/21	smitteråd
AA	3/21	søk
AA	3/21	søkene
DB	3/21	tid
VG	3/21	tilstander
AA	3/21	vaksiner
VG	3/21	virusmelding
DB	3/21	virusrelaterte
AP	3/22	dagboken
SA	3/22	dødsrate
DN	3/22	husleie
AA	3/22	influensaen
DB	3/22	kanselleringer
DN	3/22	kriserammet
AA	3/22	kriseteam
DB	3/22	lut
DA	3/22	pandemiet
DB	3/22	rammende
AA	3/22	smittetilfellet
AA	3/22	tiltakspakke
AP	3/22	tilværelsen
DB	3/22	vius
DB	3/23	angrep
VG	3/23	astrid
AA	3/23	bekjempelsens
VG	3/23	bildet
AP	3/23	brief
VG	3/23	eliten
SA	3/23	finte
AP	3/23	forskningen
DA	3/23	konklusjonene
VG	3/23	pasenter
VG	3/23	pågang
VG	3/23	sertifisert
AP	3/23	spesifikke
AA	3/23	statusen
VG	3/24	avdelinger
DN	3/24	belastede
DB	3/24	brev
AA	3/24	diskusjon
AA	3/24	dødstallet
DB	3/24	endres
SA	3/24	epedemien
AA	3/24	erfaringene
DA	3/24	fryktens
AP	3/24	innsats
AP	3/24	kampens
VG	3/24	katastrofen
SA	3/24	kjeftingen
VG	3/24	kollisjonskurs
DA	3/24	krisetiden
AA	3/24	krøll
AA	3/24	markedsføring
AA	3/24	minner
DB	3/24	mote
SA	3/24	politi
DB	3/24	protokoller
SA	3/24	rapporteringen
SA	3/24	regime
SA	3/24	regimet
VG	3/24	sang
BT	3/24	smittende
DA	3/24	snakk
VG	3/24	strategi
DB	3/24	tall
VG	3/24	testrestriksjoner
AA	3/24	tida
VG	3/24	timefortime
VG	3/24	transport
DB	3/24	tsunamien
VG	3/24	vettreglene
DA	3/25	ansvarlig
AP	3/25	dag
DB	3/25	drone
DB	3/25	innsatsen
SA	3/25	irritasjon
DA	3/25	karantener
NL	3/25	konkurs
VG	3/25	kostnadene
DA	3/25	kunnskap
AA	3/25	livet
AP	3/25	massedød
DA	3/25	medisinen
VG	3/25	modellen
AA	3/25	nervøse
BT	3/25	oppdrag
DA	3/25	ord
DA	3/25	statistikk
DA	3/25	stengingen
DB	3/25	stille
VG	3/25	stoppen
NL	3/25	tegninger
DA	3/25	undersøkelse
DB	3/25	virusrelatert
DB	3/26	aggresjonen
AA	3/26	avstanden
SA	3/26	bussen
VG	3/26	drama
AP	3/26	dugnadssporet
VG	3/26	dødelighet
DB	3/26	eksperten
BT	3/26	forsikringer
DB	3/26	general
DB	3/26	helsepersonell
VG	3/26	hverdag
AP	3/26	influensere
AP	3/26	influenserne
DA	3/26	innlagt
SA	3/26	kerisen
AA	3/26	klemma
BT	3/26	konkursene
SA	3/26	konsert
DA	3/26	liv
SA	3/26	møte
BT	3/26	obligasjoner
AA	3/26	oppgave
BT	3/26	pasientet
AA	3/26	plager
VG	3/26	plakater
DN	3/26	profittering
DB	3/26	profitører
DB	3/26	respons
AP	3/26	smellen
DN	3/26	spørsmålet
DA	3/26	stansen
DB	3/26	straff
AP	3/26	strategien
DN	3/26	tapte
DN	3/26	tyngede
DN	3/26	utsettes
VG	3/26	virusarbeidsgruppe
DB	3/26	virusoppdateringer
AP	3/26	virusvekst
AA	3/27	data
VG	3/27	dilemma
DN	3/27	forberedelsene
SA	3/27	garanti
VG	3/27	hjemmet
VG	3/27	kommunikasjonen
AA	3/27	konserter
BT	3/27	kritikken
DB	3/27	opplysningsteam
SA	3/27	smell
DB	3/27	straffer
VG	3/27	studien
AA	3/27	tabber
DB	3/27	utfordringene
DA	3/27	virustiltak
DB	3/28	akuttmottak
VG	3/28	bilde
VG	3/28	date
VG	3/28	grå
DB	3/28	info
DB	3/28	kasser
AP	3/28	kommune
NL	3/28	kostnaden
VG	3/28	krigen
VG	3/28	milliarder
SA	3/28	redusert
DB	3/28	sy
DB	3/28	utspill
VG	3/29	bremsen
DB	3/29	flukt
SA	3/29	guiden
AP	3/29	hjemmeliv
VG	3/29	kommuner
AP	3/29	nyhetsbrev
VG	3/29	produksjon
VG	3/29	smittebombe
DN	3/29	smittesituasjonen
DN	3/29	smitteutviklingen
DB	3/29	viruskampen
VG	3/30	avdelingen
DB	3/30	bota
AA	3/30	boten
DB	3/30	dom
VG	3/30	frustrert
NL	3/30	helikopter
BT	3/30	helsesjekk
DN	3/30	immune
VG	3/30	kartlegging
VG	3/30	kostnadstallene
DA	3/30	krisemøte
SA	3/30	kronikker
AA	3/30	kræsjen
DN	3/30	kur
BT	3/30	kurven
VG	3/30	nasjonalismen
VG	3/30	podkast
DA	3/30	risikogruppa
NL	3/30	scenarier
DN	3/30	skvis
AA	3/30	smitterestriksjon
AA	3/30	smittes
AA	3/30	svikt
AP	3/30	tabbe
SA	3/30	tilpasninger
AP	3/30	virusdata
AA	3/30	virusferien
AP	3/30	virussmitten
VG	3/31	arbeidet
DA	3/31	basert
SA	3/31	dødeligheten
VG	3/31	forskning
NL	3/31	hjemmetest
BT	3/31	infeksjoner
AP	3/31	joggerskammen
SA	3/31	klassiker
SA	3/31	lånet
DB	3/31	låst
VG	3/31	løslatte
DB	3/31	offeret
DB	3/31	pressekonferanse
DA	3/31	sitasjonen
SA	3/31	sjø
DA	3/31	skatt
VG	3/31	smittens
VG	3/31	testede
DB	3/31	testfeil
DA	3/31	tiltakutvalget
DA	3/31	titak
DN	3/31	viorusutbruddet
DB	4/01	avdeling
VG	4/01	bøter
DB	4/01	challenge
AP	4/01	diktatoren
AP	4/01	epidemier
AA	4/01	fasen
DB	4/01	forbudet
AA	4/01	forelegg
AP	4/01	forskrifter
DA	4/01	gåten
VG	4/01	hilsen
AA	4/01	innlagte
DB	4/01	innleggelse
AA	4/01	innleggelsene
AA	4/01	innrykket
VG	4/01	kjefting
SA	4/01	kneika
AA	4/01	kunst
AA	4/01	millioner
AP	4/01	mistenkte
DB	4/01	mobb
BT	4/01	mørketall
VG	4/01	nedstengning
VG	4/01	nedstengningen
VG	4/01	nyhetene
DA	4/01	pandemier
VG	4/01	positiv
FV	4/01	prosjekt
SA	4/01	stripe
VG	4/01	støtte
AP	4/01	trening
AA	4/01	utstilling
VG	4/01	vettregler
AP	4/01	viruspandemiens
AA	4/02	appen
FV	4/02	arrangement
VG	4/02	avstand
VG	4/02	bønner
DA	4/02	detox
VG	4/02	døgn
VG	4/02	epidimien
AP	4/02	karanteneregler
AA	4/02	lovens
DB	4/02	ofre
DA	4/02	oppdatering
SA	4/02	orienteringen
DB	4/02	overskriftene
AA	4/02	pandemiutbruddet
DB	4/02	patienter
DA	4/02	slaget
AP	4/02	tiltakenes
DB	4/02	turnering
DA	4/02	tv
SA	4/02	virusbærere
AA	4/03	/covid19situasjonen
AA	4/03	behovet
AP	4/03	benker
DA	4/03	borger
FV	4/03	flaks
DB	4/03	frisk
FV	4/03	griseflaks
BT	4/03	helgene
DA	4/03	hull
AP	4/03	kisen
AA	4/03	kriminalitet
AA	4/03	kriminelle
DA	4/03	krisepakkene
AA	4/03	martyrer
DA	4/03	oversikt
AA	4/03	reklame
BT	4/03	selvrapportering
DB	4/03	smittepasienter
SA	4/03	spreding
AA	4/03	stans
DA	4/03	teststasjonen
DA	4/03	vett
DA	4/03	viruser
AP	4/04	17
VG	4/04	avdelingene
BT	4/04	bølgen
AP	4/04	dikt
SA	4/04	jackpoten
VG	4/04	katastrofe
AP	4/04	kompensasjon
DA	4/04	nedstengingen
DB	4/04	prioriteringene
DB	4/04	prioriteringer
VG	4/04	rapporter
AP	4/04	rulling
BT	4/04	skole
BT	4/04	skolen
VG	4/04	smittespredning
BT	4/04	språket
VG	4/04	støttemidler
NL	4/04	symptom
DB	4/04	tilpasset
AP	4/04	vis
VG	4/05	baby
DB	4/05	bønn
VG	4/05	cruiset
VG	4/05	dietten
VG	4/05	ekspert
BT	4/05	kjøring
VG	4/05	krigens
AA	4/05	kø
AP	4/05	meninger
VG	4/05	muren
VG	4/05	norsk
VG	4/05	oppussing
DB	4/05	rapportene
VG	4/05	skilsmisser
VG	4/05	stikken
AA	4/05	virusreglene
DB	4/06	hjelpepakker
DA	4/06	karantenene
DB	4/06	oppstyret
DB	4/06	pressetreff
DA	4/06	påvirket
AP	4/06	rammeverket
DN	4/06	smittetallene
DA	4/06	taxier
DA	4/06	tilknyttede
DN	4/06	uke
AA	4/06	virusmøte
DN	4/06	virussmittetallene
BT	4/07	bedrageri
VG	4/07	døden
BT	4/07	forskrift
VG	4/07	gapestokk
AA	4/07	grepet
NL	4/07	inntrenger
DN	4/07	justerte
DB	4/07	kjeft
VG	4/07	leder
AA	4/07	permisjon
DA	4/07	presang
SA	4/07	påsken
DB	4/07	spåmann
DB	4/07	tiltaket
BT	4/07	ukene
VG	4/07	virusregler
DB	4/08	død
AA	4/08	dødfallet
DB	4/08	døgnet
VG	4/08	kommisjon
VG	4/08	lindring
FV	4/08	låt
BT	4/08	press
DA	4/08	påske
VG	4/08	reise
SA	4/08	skjebnen
SA	4/08	skyene
DN	4/08	toppen
VG	4/08	viruseumøter
AA	4/09	app
BT	4/09	feit
VG	4/09	fest
AA	4/09	generasjonen
VG	4/09	innstengt
DA	4/09	kortidsplassene
SA	4/09	nedstengningene
AA	4/09	redningspakke
DB	4/09	rullingkonsertene
SA	4/09	sveisen
DA	4/09	team
DN	4/10	hjelpepakke
AP	4/10	tidens
AP	4/11	blomstrer
FV	4/11	den
FV	4/11	fatiguen
AA	4/11	immunitet
AA	4/11	isolerte
AP	4/11	krakk
AA	4/11	oppblussing
DA	4/11	tema
AA	4/11	utbruddene
DB	4/11	viruslovverk
AP	4/11	viruspandemi
AA	4/12	dødfall
VG	4/12	episenteret
DB	4/12	forberedelser
AP	4/12	fortellingene
AA	4/12	kontroll
DB	4/12	kostnader
DB	4/12	kurve
VG	4/12	ledelse
DB	4/12	pasients
AP	4/12	sammenligning
AA	4/12	sikker
AA	4/12	truet
AP	4/13	advarslene
VG	4/13	bekymrede
DB	4/13	diagnosen
VG	4/13	greiene
AA	4/13	laboratorium
AA	4/13	måling
VG	4/13	varslerne
VG	4/13	viruskaoset
AA	4/13	virusrapport
AP	4/13	året
DA	4/14	datoene
AP	4/14	isolasjonsenhet
VG	4/14	maratonet
NL	4/14	millionene
DA	4/14	sesongen
AP	4/14	trygg
DB	4/14	virusapp
DN	4/14	virusvaksine
AP	4/15	gaver
BT	4/15	kontoret
SA	4/15	kvartalet
DA	4/15	modell
VG	4/15	pilene
DA	4/15	politikken
DA	4/15	redsel
AA	4/15	registrerte
AP	4/15	robuste
VG	4/15	stengningen
DB	4/15	strategier
AA	4/15	sveis
DA	4/15	tankene
DN	4/15	virusdrevne
VG	4/16	autoritet
AP	4/16	cruiseskipet
DB	4/16	dagbok
DA	4/16	dødsstatistikken
DA	4/16	forebyggende
AA	4/16	gapet
VG	4/16	gransking
AP	4/16	kompensasjonen
AA	4/16	lyspunkt
AA	4/16	midler
AA	4/16	pandemiene
VG	4/16	posten
AP	4/16	retorikken
AP	4/16	runder
DA	4/16	åpningstider
DB	4/17	bonanza
DB	4/17	boost
VG	4/17	forsinket
AA	4/17	helter
DB	4/17	karantenereglene
DA	4/17	kontantstøtten
VG	4/17	krisetiltak
VG	4/17	mann
BT	4/17	millionen
BT	4/17	nødhjelp
BT	4/17	penger
VG	4/17	permitteringsregler
AP	4/17	tillegg
SA	4/17	tomme
DB	4/17	vennlig
DA	4/17	virusdødsfallet
VG	4/17	virusert
DB	4/18	bølger
NL	4/18	ekspertene
AP	4/18	frustrasjon
DB	4/18	lekkasje
DB	4/18	portforbud
VG	4/18	sikkert
VG	4/18	sikre
NL	4/18	sjekket
AA	4/18	smitteanbefalingene
VG	4/18	viurset
NL	4/19	adferd
DB	4/19	diktatur
DB	4/19	diktaturet
AP	4/19	luksus
AA	4/19	smittetall
DB	4/19	tilstanden
DA	4/20	barometer
VG	4/20	bekreftet
SA	4/20	brif
AA	4/20	brifingen
VG	4/20	demonstrasjoner
DN	4/20	effekter
AA	4/20	forhandlingene
DA	4/20	gjelda
DN	4/20	helt
DB	4/20	hår
VG	4/20	innleggelsen
NL	4/20	konflikt
AP	4/20	navere
DA	4/20	obligasjon
SA	4/20	salget
DA	4/20	sammenhengen
AA	4/20	statistikken
AA	4/20	tåka
NL	4/20	unntakstilstanden
DB	4/20	uttalelse
VG	4/20	verstingen
AP	4/21	begrensninger
AP	4/21	demonstrasjonene
AA	4/21	distansering
NL	4/21	dødsstille
DN	4/21	fornekterne
AA	4/21	knute
DA	4/21	knuter
VG	4/21	leir
VG	4/21	løsning
DB	4/21	munnbind
BT	4/21	opptur
AA	4/21	pressekonferansen
VG	4/21	protestene
DB	4/21	skader
AP	4/21	stemning
VG	4/21	teamets
AA	4/21	vennlige
DB	4/21	virustilfellene
VG	4/22	avlyse
DB	4/22	avsperret
DB	4/22	blinde
AA	4/22	fondet
DB	4/22	friske
AA	4/22	kroner
BT	4/22	laboratoriet
VG	4/22	nordmann
DA	4/22	tanker
VG	4/22	utviiklingen
AA	4/22	vaksineres
DN	4/22	vinner
DN	4/22	vinneren
DB	4/23	bestemor
BT	4/23	heltene
NL	4/23	hets
AP	4/23	kommisjonen
AP	4/23	kommisjonens
DA	4/23	manøver
AA	4/23	myte
NL	4/23	optimist
VG	4/23	protester
SA	4/23	sak
VG	4/23	sendingene
VG	4/23	stipend
NL	4/23	strandet
AA	4/23	svindlet
DA	4/23	tilpassede
SA	4/23	vekst
AP	4/23	viruses
SA	4/23	virust
DB	4/24	antistoffene
BT	4/24	behandlinger
AA	4/24	dragsuget
BT	4/24	granskning
VG	4/24	hurtigtester
AA	4/24	løsninger
DB	4/24	oppdateringer
AA	4/24	pregede
DA	4/24	punktene
DA	4/24	smittejordbær
VG	4/24	sommeren
DA	4/24	spørretime
DB	4/24	stanset
BT	4/24	støtten
VG	4/24	teori
DA	4/24	tilstandene
BT	4/24	topp
DA	4/24	tradisjon
DB	4/24	vciruset
VG	4/24	venn
AA	4/24	venting
NL	4/24	virussvar
AA	4/24	åpning
AP	4/25	brifing
DN	4/25	forskriften
FV	4/25	induserte
NL	4/25	mørketid
DB	4/25	oppdateringene
NL	4/25	permisjonens
AP	4/25	preget
DB	4/25	pressekonferanser
AA	4/25	protest
VG	4/25	vinden
SA	4/26	anbefalinger
DB	4/26	dikutatur
AA	4/26	inspeksjoner
NL	4/26	modus
BT	4/26	protein
AP	4/26	ravn
AP	4/26	ravnordning
DA	4/26	spagaten
DN	4/26	tapene
DB	4/26	vakten
SA	4/27	bonus
VG	4/27	dokument
VG	4/27	fotball
AA	4/27	fullmakter
VG	4/27	klem
DB	4/27	klippen
DB	4/27	liste
DB	4/27	nestor
DN	4/27	overskrifter
DB	4/27	reglement
AA	4/27	regning
DA	4/27	sjanse
SA	4/27	stormen
DA	4/27	uløkka
VG	4/27	veilederen
